age,gender,education,department,salary_level,tenure_months,last_promotion_months,avg_monthly_hours,num_trainings,satisfaction_level,performance_score,work_accident,distance_from_home_km,attrition_prob,attrition
39,Female,Bachelors,Sales,Low,183,57,156.3147445515649,2,0.08412247648591009,5,0,4.3,0.785348530654676,1
52,Male,HighSchool,Sales,Medium,101,22,149.42120406709034,0,0.3737348086622977,4,0,0.5,0.5121755297618683,1
27,Male,Masters,R&D,High,1,16,190.15508813603947,7,0.9365168784091323,4,0,2.6,0.6293068028121951,1
38,Male,HighSchool,Sales,Medium,62,5,138.78260887628818,8,0.9651022235952115,3,0,1.5,0.5871409049033753,1
25,Female,Bachelors,R&D,Low,154,3,174.3508404499535,2,0.5588700934571535,3,0,2.7,0.7094425938086659,1
48,Other,Bachelors,R&D,Medium,163,11,115.83269664209293,2,0.3000258209142336,2,0,5.4,0.8562437590966858,1
39,Male,Bachelors,R&D,Medium,198,44,176.2768303885716,5,0.8515425025137547,3,0,4.0,0.7883807918811503,0
33,Female,Bachelors,R&D,Low,132,16,156.17417760657028,7,0.8908742323719288,4,0,6.4,0.4401547942405084,1
29,Male,Masters,Sales,Low,184,27,152.51022701174313,9,0.2972803136148019,5,0,2.7,0.9358281790044919,1
43,Male,Bachelors,Finance,Low,57,39,146.1658667947423,9,0.7341400855528105,5,0,11.2,0.8845397732882075,1
47,Female,HighSchool,R&D,Low,36,20,158.66805163791724,5,0.951175030330955,3,0,10.7,0.7968273357648158,1
58,Male,Bachelors,R&D,Medium,81,24,152.90077320026774,6,0.43218168784289146,3,0,5.1,0.785380617379423,1
37,Female,Bachelors,Sales,Low,202,29,130.18202718913727,0,0.08151578111553592,5,0,3.7,0.9173088122735611,1
26,Male,Bachelors,R&D,Medium,212,54,144.30257836012316,0,0.8335200535571965,4,0,0.8,0.304150188190597,0
54,Male,Masters,HR,Low,19,55,175.96824837207248,9,0.6736224121785258,4,0,12.0,0.2953872001325931,1
45,Female,Bachelors,R&D,Low,47,17,151.9466787725711,2,0.7582186401696729,3,0,2.5,0.6733366086590328,1
48,Male,Masters,HR,Medium,16,15,144.18831049043357,5,0.6600170988166744,2,0,2.2,0.4920935368328098,1
23,Female,HighSchool,Sales,Medium,183,24,160.93003836949794,2,0.4197189399413572,3,0,12.0,0.6215461079402403,1
32,Male,Masters,IT,Medium,197,12,169.77200382855708,1,0.9645314075725835,3,0,1.3,0.1612651973345554,0
51,Female,HighSchool,Sales,Medium,222,34,173.0028269746192,8,0.6224101416380062,4,0,1.5,0.8010867545904328,1
54,Male,Bachelors,Sales,Medium,44,32,166.75786907694032,4,0.5252874222509623,4,0,9.1,0.6677287149835069,1
37,Male,Bachelors,R&D,Low,125,27,184.17916203718667,1,0.5565003649998453,2,0,7.1,0.6397878224911195,0
52,Female,Bachelors,Sales,Medium,107,27,160.98345942999268,3,0.7636243130138293,1,1,0.7,0.47564268164680856,0
54,Male,Bachelors,R&D,Low,234,51,155.2779374477497,4,0.609074605120045,4,0,2.7,0.47323605082703757,1
35,Male,Masters,Sales,Medium,224,8,177.46898373369658,4,0.07355605508601326,4,0,2.9,0.7252886028799416,1
56,Other,Bachelors,HR,Medium,201,45,145.82951024762733,7,0.2775079348401449,4,0,1.4,0.7604307967816294,1
31,Female,PhD,HR,Low,50,34,151.91649664205428,4,0.5132270667812895,3,0,8.0,0.8787212207902858,1
29,Female,Masters,R&D,Medium,80,47,128.13828997423008,6,0.16512440272418138,4,0,1.2,0.36639174422511384,0
47,Female,Bachelors,R&D,Medium,187,34,196.27769315931585,8,0.8557867637037089,4,0,9.3,0.6325382600268387,1
46,Female,Masters,R&D,Low,146,46,201.70793093070165,9,0.7766052831769481,1,0,2.8,0.42143590779638573,1
25,Female,Bachelors,Finance,Medium,140,36,156.4995572498593,2,0.7565512826654968,5,0,9.4,0.48253990544138353,1
54,Female,Bachelors,R&D,Medium,19,42,175.26929359766112,6,0.46765345990523244,5,0,3.0,0.8027993527584802,1
28,Male,Bachelors,R&D,Low,97,24,173.99112050561757,6,0.2899832979135202,4,0,8.4,0.7422642597817922,1
53,Male,Masters,Sales,Medium,234,53,163.78799586440854,6,0.8379222190703363,4,0,2.5,0.13115119131300151,0
20,Female,HighSchool,Sales,High,110,17,184.30962366045532,7,0.35278415879667957,4,1,7.5,0.5110593948391081,0
52,Female,Bachelors,R&D,Low,212,43,134.70347813635,1,0.5585040292046739,5,0,0.2,0.9232097972020571,1
52,Male,Bachelors,R&D,Low,99,19,156.30310673214296,9,0.29290926211814405,2,0,2.7,0.9201659222973134,1
51,Male,Bachelors,Finance,Medium,203,47,118.26277722146646,7,0.982587517778033,3,1,0.7,0.9105972865452355,1
47,Male,Bachelors,IT,Medium,198,50,139.77933018645865,3,0.7075478673488271,4,0,2.1,0.5851500666327283,0
39,Female,Bachelors,R&D,Medium,149,11,127.48634390097006,4,0.9647496640827582,3,0,0.1,0.22104440040040146,0
48,Female,Masters,R&D,Medium,195,37,123.2434834146497,2,0.9606720759332268,5,0,1.5,0.32245948129895885,1
31,Male,Bachelors,HR,Medium,12,31,150.09198507299072,6,0.2092508510566088,5,0,3.0,0.8187228249564543,0
52,Female,Bachelors,R&D,Low,90,23,167.29769307782433,9,0.7308810116564645,5,0,0.7,0.4965067059642417,1
42,Female,PhD,R&D,Low,22,16,146.6950165124074,4,0.4657142594224406,3,0,0.0,0.8437276741834387,1
38,Female,Masters,R&D,Medium,167,36,149.09806197525455,9,0.6301893760463665,3,0,1.9,0.7907262639784618,1
40,Male,HighSchool,Sales,Low,70,49,145.30552523554852,7,0.465842601765015,5,0,0.5,0.43532183324794044,1
43,Female,Bachelors,Sales,High,128,20,162.80793665084113,7,0.05710739306529955,4,0,1.4,0.8562228021603459,1
21,Female,HighSchool,R&D,Low,202,20,147.9095703031704,0,0.6809377342882469,4,0,7.8,0.6233825178902145,1
25,Female,Masters,R&D,Low,179,51,139.86886613439415,3,0.4874585398367741,4,0,2.4,0.9372324299571448,1
30,Male,Bachelors,Sales,Medium,160,45,178.64645902671322,4,0.13363364983215587,5,0,13.8,0.9425866124133494,0
24,Female,Bachelors,Sales,Low,12,43,142.55340806566417,9,0.6551643779072686,4,0,1.1,0.8702812199509665,1
38,Female,Bachelors,Sales,Low,148,35,134.56341261985605,8,0.1593612049598876,4,0,5.2,0.8449811140371191,1
47,Male,Bachelors,Finance,High,81,6,174.79828526385472,5,0.876567322972063,4,0,7.5,0.13036779606905113,0
46,Male,HighSchool,Finance,Medium,237,9,126.32414005622505,8,0.021114554709864564,4,0,1.1,0.9148289611415353,1
39,Female,Masters,IT,Low,81,3,184.587012474252,2,0.420926861947858,4,0,3.1,0.85752983060114,1
55,Female,Bachelors,Finance,Low,180,18,139.47993817101235,1,0.3428415188015016,4,1,10.7,0.9364543020401525,1
43,Male,Bachelors,Sales,Medium,143,2,161.6033674404291,8,0.8832554976268162,5,1,3.2,0.28944259040161296,0
23,Male,Masters,Sales,Low,81,28,140.108305022144,7,0.7436785521071405,4,0,31.7,0.7787249092449301,0
51,Male,HighSchool,R&D,Low,50,1,160.25896196597142,4,0.2644747198931683,5,0,3.5,0.7803361754694657,0
43,Female,HighSchool,R&D,Low,63,59,149.57997232955745,3,0.3388932379117877,4,0,8.5,0.7123081375990755,0
46,Other,Bachelors,HR,Medium,128,29,140.34958589390234,0,0.636430381525553,4,0,6.8,0.237248797475378,0
43,Male,Masters,Sales,Low,212,0,127.92757435083253,1,0.9679010235725747,5,0,0.2,0.3190008980892534,0
42,Male,HighSchool,IT,Medium,235,10,149.18469024759443,7,0.406420862013362,3,0,4.3,0.4943626446884268,0
23,Male,Masters,R&D,Low,76,11,169.50099785472634,6,0.834662376115831,3,0,6.4,0.8478907691428013,1
42,Male,Bachelors,R&D,Medium,11,40,173.48733342766786,8,0.7178463622667774,3,0,7.9,0.7671389921218658,1
52,Female,Bachelors,Finance,Medium,53,46,145.62803433761334,0,0.7062979819764438,4,0,12.3,0.4839634220820209,1
32,Female,Bachelors,R&D,Low,121,28,145.67547317043793,8,0.23880527296295662,4,0,1.7,0.9454530549239687,1
44,Male,HighSchool,HR,Medium,96,43,156.51344736372565,5,0.029772193456138685,4,0,2.3,0.9340115698901073,1
21,Male,Bachelors,HR,Low,34,5,160.02754883341854,1,0.46954144501517825,4,0,3.9,0.7263683991258484,1
34,Male,Masters,HR,High,42,18,159.93474709497286,9,0.6089610011234386,5,0,1.4,0.45227700904467855,0
37,Female,Bachelors,Finance,Medium,140,0,151.32229852187828,3,0.4776142198386992,3,0,1.2,0.41817636532573316,0
60,Female,Bachelors,R&D,Low,64,24,152.68926221602885,3,0.3843014905635428,4,0,12.7,0.776848073108826,1
28,Female,Masters,R&D,Medium,58,2,154.25488635842245,7,0.28850202124274493,4,0,5.8,0.6491541684915595,1
31,Male,HighSchool,Finance,High,91,47,111.69651855155689,4,0.8593892248851336,5,0,8.5,0.6853004834855702,0
36,Female,Bachelors,R&D,Low,216,32,151.8880712627104,7,0.16975359247573507,1,0,3.5,0.9325637842834512,1
60,Male,Bachelors,R&D,Low,202,45,175.64262236257528,5,0.005366409726312749,3,0,0.3,0.9091034419421934,1
54,Female,HighSchool,R&D,Medium,76,35,187.86494998444206,8,0.10817075122973863,3,0,0.5,0.9675196083744114,1
21,Female,PhD,Sales,Low,184,2,183.52858706374732,2,0.4427986204712985,2,0,2.7,0.6791653069927174,1
29,Female,PhD,R&D,Medium,230,21,161.80160340655556,5,0.5601323640085445,4,0,7.6,0.468086662114592,1
53,Female,Bachelors,IT,Low,68,0,136.2224170561356,1,0.6975287145199709,4,0,14.1,0.6092407648355472,1
22,Male,Masters,Sales,Medium,1,4,149.0462479277772,3,0.5608816574849937,4,0,15.7,0.7195851501779419,1
55,Female,HighSchool,Sales,Low,56,56,144.7634249010908,9,0.6347294955236553,5,0,2.1,0.7888687137192847,1
31,Male,PhD,Sales,Low,199,56,131.81913904929593,4,0.11686674025416421,4,0,3.7,0.9758236479409137,1
57,Male,Masters,R&D,High,26,7,141.1584437546765,7,0.4390792831398751,4,0,8.1,0.6727917413927027,0
32,Male,Bachelors,Sales,Medium,63,24,145.4224479610726,2,0.7096143388177056,3,0,16.1,0.18221904142275255,0
37,Male,Bachelors,R&D,Low,228,17,132.10472798290354,0,0.32423925627447314,5,0,23.8,0.7987795523260942,1
47,Male,Masters,Sales,Medium,49,25,178.6555758847081,6,0.2573702061622978,4,0,1.2,0.8253187834466286,1
25,Male,Bachelors,Sales,Low,115,36,172.18155794612258,2,0.2758480199880605,5,0,3.1,0.7159838213757387,1
42,Female,Bachelors,Sales,Low,212,22,159.01612785084092,4,0.3791894110172317,4,0,2.3,0.6946115071007909,1
40,Male,Bachelors,Sales,Medium,203,48,167.6338700712222,7,0.0037601757675473912,4,0,3.3,0.647995522760922,1
52,Male,HighSchool,Finance,High,73,3,166.1180712815888,5,0.9041807381125507,4,0,8.1,0.4092166706010777,0
60,Other,HighSchool,IT,Low,60,35,145.3302229450629,0,0.20592075126496034,5,0,2.7,0.8387351286016659,1
47,Female,Bachelors,HR,High,140,42,195.9783664659057,6,0.8566952515996838,3,0,2.2,0.35388314632264783,0
36,Male,Masters,Finance,Medium,78,33,144.62730261839488,4,0.05609710797422196,5,0,4.1,0.7660667562584013,0
36,Male,Bachelors,Sales,Low,177,39,126.63998370069707,2,0.2791687271456258,1,0,10.3,0.9558470559685839,1
37,Female,Bachelors,Finance,Medium,162,37,163.2261008870508,6,0.5433548394782524,2,0,0.8,0.7653152031088498,1
53,Female,HighSchool,R&D,Low,101,9,171.28517873438201,8,0.1444590823925601,2,1,5.9,0.8279271102348923,0
33,Male,HighSchool,HR,Medium,98,47,153.9622276717002,2,0.9872247264160017,4,0,3.3,0.29687219843809015,1
26,Female,Bachelors,R&D,Medium,25,16,184.8937602236183,0,0.5615271212032603,4,0,4.0,0.7321431224141955,1
33,Male,HighSchool,R&D,Low,166,10,163.61256012649406,8,0.8069762734925767,5,0,24.3,0.769309972808291,1
20,Male,Bachelors,Sales,Low,221,32,143.58739546712732,2,0.2777152526137324,4,0,4.0,0.9123852927993478,1
24,Female,Bachelors,Sales,Low,210,38,148.12490994260781,3,0.1900831978559635,4,0,6.5,0.9229685762903131,1
23,Female,Bachelors,R&D,Low,155,22,162.97262143155947,1,0.8473993080999119,4,0,7.0,0.763542907335789,1
51,Female,Bachelors,R&D,High,174,3,161.61014724167018,0,0.22077461528333608,4,0,7.2,0.5830992064555857,1
49,Male,Masters,IT,Medium,214,59,184.26866318122353,4,0.3830785870551269,4,1,2.9,0.6268508842176983,1
48,Male,HighSchool,Sales,Medium,53,48,176.69585148298634,6,0.7405214086366025,3,0,4.1,0.759658801071186,1
38,Male,Masters,R&D,Medium,184,29,128.64679266024243,9,0.2335321612391591,4,0,1.0,0.784334295273308,1
49,Male,Bachelors,R&D,Low,25,20,156.62550235930402,4,0.6548458995291286,4,0,5.1,0.5509921824530243,0
26,Male,HighSchool,Sales,Medium,185,52,135.14215067522522,8,0.9560464409709916,5,0,7.5,0.47312107012413596,0
56,Female,Bachelors,R&D,Low,53,21,189.1718751156962,9,0.5381856515008243,4,0,8.7,0.9487354273409389,1
40,Female,Bachelors,R&D,Low,141,12,140.53022303509655,4,0.27024741365528704,3,0,1.3,0.8493377567648149,1
58,Female,Bachelors,R&D,Low,1,15,164.04177743254047,5,0.9400324468990003,4,0,6.8,0.6656708971273018,1
26,Male,Masters,Sales,High,2,33,146.04326019053406,4,0.916426544122162,4,0,3.5,0.14250001331807105,0
40,Male,Masters,Sales,Medium,156,44,120.42882425966664,7,0.6244702788133765,3,0,2.6,0.8633146081559797,1
48,Female,Bachelors,Sales,Low,211,19,134.89359252494205,0,0.7510919584272169,4,0,2.5,0.537733673924363,1
40,Male,PhD,Finance,High,27,11,155.01188416653247,9,0.7519889081228139,3,0,1.1,0.4878975179910515,0
38,Female,Bachelors,Finance,Medium,199,56,171.37139191523963,4,0.44510530876921606,4,0,3.1,0.6895978458689116,1
26,Male,HighSchool,Sales,Medium,181,5,170.61980252671142,1,0.2651708940792017,4,0,8.3,0.43691177270023773,0
35,Female,Masters,R&D,Low,174,33,133.38532807736658,2,0.0666603346072907,1,1,3.5,0.6688210719236402,1
29,Female,Bachelors,IT,Low,66,10,166.26601324815155,5,0.047460028530833975,4,0,14.5,0.7331974036397453,1
32,Female,HighSchool,Sales,Low,210,39,178.99578796186668,0,0.053138584347295126,4,0,1.0,0.9968299597281919,1
48,Female,HighSchool,Sales,Medium,146,22,170.2540403996781,7,0.23906953395074582,5,0,8.4,0.925066246151271,1
45,Female,Bachelors,Sales,Medium,45,4,152.7657157715002,8,0.11263181030027747,4,0,0.2,0.7678934233367876,1
44,Male,Bachelors,Sales,Low,211,10,160.96162301982272,5,0.04761886804955284,4,0,4.7,0.8874372591042811,1
34,Female,Bachelors,Finance,Low,68,29,163.04868838467556,7,0.5832634149951401,3,0,12.1,0.9521938630754002,1
59,Female,Bachelors,Finance,Medium,119,8,187.94066772162563,0,0.3398505734819347,4,0,8.2,0.7524418733677101,1
23,Other,Masters,R&D,Medium,38,34,194.02665934538098,9,0.9993335211298014,4,0,20.0,0.15771021626328396,0
34,Male,Masters,R&D,Low,94,48,172.89779463635924,4,0.6675911917973558,5,0,1.0,0.9040129017544369,0
24,Male,HighSchool,Finance,Medium,155,17,161.06840229437947,4,0.9389861743740642,4,0,1.6,0.3807863878982646,0
33,Female,HighSchool,Sales,High,215,56,159.37860865857397,2,0.06476061422776958,2,0,4.5,0.8750955435130366,1
59,Female,Bachelors,Sales,Medium,105,44,161.4524246574264,4,0.2618751711667804,4,0,3.1,0.7852751383772958,1
35,Male,HighSchool,Sales,Low,148,5,164.10767504950428,0,0.781275359856071,4,0,3.0,0.4966387851766821,1
57,Male,Bachelors,Finance,Medium,25,27,149.67508291927706,5,0.6182819409609305,5,0,8.9,0.8018510629633571,0
40,Male,Bachelors,HR,High,58,33,199.36264959545608,2,0.3621822147285543,3,0,3.0,0.8193290733921311,1
48,Male,Masters,R&D,Medium,138,33,144.1611930047962,8,0.8407315058794893,4,0,1.9,0.5688930821589854,0
38,Male,Bachelors,HR,Low,10,27,185.91103717780106,1,0.5004627262551513,5,0,1.5,0.6311417523722895,1
30,Male,Bachelors,Sales,Low,82,21,116.04225392336828,2,0.9164399853269156,4,0,14.0,0.8878623160887092,1
51,Male,Bachelors,R&D,Low,15,34,154.49281232415552,6,0.5473219220427237,4,0,2.3,0.9187271880302622,1
59,Female,Masters,Finance,Low,118,40,153.22336347278568,0,0.5877816952250583,4,0,3.9,0.8859267359315538,1
30,Male,Bachelors,IT,Medium,63,50,164.57430517623368,6,0.3097198249234008,1,0,2.5,0.9588103189806249,1
51,Male,Masters,R&D,Low,63,6,152.71345474497494,6,0.07999402435776037,4,0,6.6,0.8487982025768072,0
30,Male,Masters,Sales,Medium,111,8,187.7199382602594,5,0.013346283994929542,4,0,6.8,0.9278589978091312,1
49,Male,Bachelors,IT,Medium,39,30,155.15377842569126,5,0.28870032818107283,2,0,13.6,0.9237889053024378,1
52,Other,Bachelors,R&D,Medium,182,25,139.41413783985797,7,0.8502254288024286,5,0,1.5,0.5366806316524815,1
38,Female,Bachelors,R&D,Low,108,53,140.68066024276703,5,0.3379582385921154,5,0,5.0,0.802276169498845,1
50,Male,Bachelors,Sales,Low,216,34,150.5411006811332,8,0.8336815725643119,4,0,0.5,0.6188529456184786,1
31,Male,Bachelors,Sales,Low,55,14,174.48672003816975,8,0.991025234796856,3,0,11.2,0.6075801202926696,1
23,Male,Bachelors,R&D,High,15,51,178.1101808517847,2,0.4310963369131038,4,1,10.5,0.3962722033515441,1
23,Male,Masters,R&D,Low,97,52,135.9541547205945,9,0.4355584266926399,5,0,3.6,0.8679423915974026,1
38,Male,HighSchool,Sales,Low,26,2,143.99771005374015,5,0.8514501473840895,5,0,1.5,0.754682472739002,0
57,Male,Bachelors,Sales,Low,92,53,138.6890833309648,3,0.5601903333707575,3,0,10.1,0.692375382630646,1
25,Male,HighSchool,R&D,Medium,185,21,154.29103113033838,8,0.832099653367719,4,0,16.6,0.328773351643181,0
38,Female,Bachelors,R&D,Medium,225,13,179.23980631107764,6,0.7022102181213149,3,0,14.6,0.45279464123455854,0
48,Male,Bachelors,R&D,High,110,6,163.42848422776535,7,0.37451836067349453,4,0,11.5,0.5140938415156422,1
28,Male,Bachelors,Sales,Low,45,4,171.00277463933202,4,0.6455445068312481,3,0,7.7,0.4334470383184168,1
49,Female,Bachelors,Finance,Low,93,3,174.93770268776646,0,0.027995897246334334,5,0,9.0,0.8026536149950334,1
32,Male,Bachelors,IT,Medium,69,45,148.26461915186752,5,0.5013340748281523,4,0,22.6,0.8805236135256865,1
53,Male,Bachelors,R&D,Low,29,54,134.3810681833527,7,0.08950233970213917,1,0,0.7,0.7534353084414911,1
43,Male,Masters,R&D,Low,190,57,148.25261513948192,8,0.5516161910973854,4,0,9.2,0.7179147041700119,1
42,Male,HighSchool,Finance,High,175,30,176.42725917278895,0,0.8121627019889062,4,0,4.3,0.6849487404169234,1
27,Male,Masters,Sales,Medium,71,15,172.0574161843955,2,0.16013131920835022,5,0,0.0,0.8104896977466043,1
38,Female,Bachelors,IT,Low,117,53,161.58211164759308,7,0.39535351607932434,4,0,5.2,0.8887460877639606,1
55,Female,Masters,R&D,High,115,54,178.9776237674307,0,0.5461796917561171,2,0,1.3,0.8012841680277165,0
20,Male,Bachelors,R&D,Low,103,24,162.9128363576246,8,0.20200498552967416,4,1,1.7,0.8246566872688139,1
